seq,folio,filename,canvas uri
310,157v,CF-359,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-157v.json
311,158r,CF-179,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-158r.json
312,158v,CF-358,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-158v.json
313,159r,CF-180,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-159r.json
314,159v,CF-356,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-159v.json
315,160r,CF-181,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-160r.json
316,160v,CF-355,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-160v.json
317,161r,CF-182,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-161r.json
318,161v,CF-354,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-161v.json
319,162r,CF-183,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-162r.json
320,162v,CF-349,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-162v.json
321,163r,CF-184,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-163r.json
322,163v,CF-348,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-163v.json
323,164r,CF-185,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-164r.json
324,164v,CF-347,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-164v.json
325,165r,CF-186,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-165r.json
326,165v,CF-346,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-165v.json
327,166r,CF-187,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-166r.json
328,166v,CF-345,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-166v.json
329,167r,CF-188,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-167r.json
330,167v,CF-344,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-167v.json
331,168r,CF-189,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-168r.json
332,168v,CF-343,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-168v.json
333,169r,CF-190,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-169r.json
334,169v,CF-342,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-169v.json
335,170r,CF-191,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-170r.json
336,170v,CF-341,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-170v.json
337,171r,CF-192,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-171r.json
338,171v,CF-340,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-171v.json
339,172r,CF-193,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-172r.json
340,172v,CF-339,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-172v.json
341,173r,CF-194,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-173r.json
342,173v,CF-338,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-173v.json
343,174r,CF-195,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-174r.json
344,174v,CF-337,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-174v.json
345,175r,CF-196,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-175r.json
346,175v,CF-336,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-175v.json
347,176r,CF-197,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-176r.json
348,176v,CF-334,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-176v.json
349,177r,CF-199,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-177r.json
350,177v,CF-333,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-177v.json
351,178r,CF-200,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-178r.json
352,178v,CF-332,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-178v.json
353,179r,CF-201,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-179r.json
354,179v,CF-331,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-179v.json
355,180r,CF-202,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-180r.json
356,180v,CF-330,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-180v.json
357,181r,CF-203,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-181r.json
358,181v,CF-328,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-181v.json
359,182r,CF-204,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-182r.json
360,182v,CF-329,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-182v.json
361,183r,CF-206,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-183r.json
362,183v,CF-327,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-183v.json
363,184r,CF-207,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-184r.json
364,184v,CF-326,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-184v.json
365,185r,CF-208,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-185r.json
366,185v,CF-324,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-185v.json
367,186r,CF-209,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-186r.json
368,186v,CF-323,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-186v.json
369,187r,CF-210,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-187r.json
370,187v,CF-322,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-187v.json
371,188r,CF-211,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-188r.json
372,188v,CF-321,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-188v.json
373,189r,CF-212,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-189r.json
374,189v,CF-320,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-189v.json
375,190r,CF-213,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-190r.json
376,190v,CF-319,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-190v.json
377,191r,CF-214,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-191r.json
378,191v,CF-318,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-191v.json
379,192r,CF-215,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-192r.json
380,192v,CF-317,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-192v.json
381,193r,CF-216,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-193r.json
382,193v,CF-316,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-193v.json
383,194r,CF-219,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-194r.json
384,194v,CF-315,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-194v.json
385,195r,CF-220,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-195r.json
386,195v,CF-314,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-195v.json
387,196r,CF-221,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-196r.json
388,196v,CF-313,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-196v.json
389,197r,CF-222,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-197r.json
390,197v,CF-312,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-197v.json
391,197w,CF-223,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-197w.json
392,A01r,CF-224,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A01r.json
393,A01v,CF-310,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A01v.json
394,A02r,CF-225,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A02r.json
395,A02v,CF-309,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A02v.json
396,A03r,CF-226,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A03r.json
397,A03v,CF-307,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A03v.json
398,A04r,CF-227,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A04r.json
399,A04v,CF-306,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A04v.json
400,A05r,CF-228,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A05r.json
401,A05v,CF-305,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A05v.json
402,A06r,CF-229,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A06r.json
403,A06v,CF-304,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A06v.json
404,A07r,CF-230,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A07r.json
405,A07v,CF-303,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A07v.json
406,A08r,CF-231,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A08r.json
407,A08v,CF-302,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A08v.json
408,A09r,CF-232,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A09r.json
409,A09v,CF-301,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A09v.json
410,A10r,CF-233,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A10r.json
411,A10v,CF-300,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A10v.json
412,A11r,CF-234,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A11r.json
413,A11v,CF-299,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A11v.json
414,A12r,CF-235,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A12r.json
415,A12v,CF-298,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A12v.json
416,A13r,CF-236,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A13r.json
417,A13v,CF-297,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A13v.json
418,A14r,CF-237,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A14r.json
419,A17r,CF-240,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A17r.json
420,A17v,CF-293,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A17v.json
421,A18r,CF-241,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A18r.json
422,A18v,CF-292,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A18v.json
423,A19r,CF-242,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A19r.json
424,A19v,CF-291,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A19v.json
425,A20r,CF-243,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A20r.json
426,A20v,CF-290,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A20v.json
427,A21r,CF-244,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A21r.json
428,A21v,CF-289,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A21v.json
429,A22r,CF-245,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A22r.json
430,A22v,CF-288,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A22v.json
431,A23r,CF-246,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A23r.json
432,A23v,CF-287,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A23v.json
433,A24r,CF-247,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A24r.json
434,A24v,CF-286,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A24v.json
435,A25r,CF-248,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A25r.json
436,A25v,CF-285,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A25v.json
437,A26r,CF-249,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A26r.json
438,A26v,CF-284,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A26v.json
439,A27r,CF-250,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A27r.json
440,A27v,CF-283,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A27v.json
441,A28r,CF-251,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A28r.json
442,A28v,CF-282,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A28v.json
443,A29r,CF-252,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A29r.json
444,A29v,CF-281,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A29v.json
445,A30r,CF-253,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A30r.json
446,A30v,CF-280,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A30v.json
447,A31r,CF-254,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A31r.json
448,A31v,CF-279,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A31v.json
449,A33r,CF-255,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A33r.json
450,A33v,CF-278,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A33v.json
451,A34r,CF-257,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A34r.json
452,A34v,CF-277,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A34v.json
453,A35r,CF-258,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A35r.json
454,A35v,CF-276,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A35v.json
455,A36r,CF-260,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A36r.json
456,A36v,CF-275,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A36v.json
457,A37r,CF-261,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A37r.json
458,A37v,CF-274,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A37v.json
459,A38r,CF-262,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A38r.json
460,A38v,CF-273,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A38v.json
461,A39r,CF-263,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A39r.json
462,A39v,CF-272,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A39v.json
463,A40r,CF-264,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A40r.json
464,A40v,CF-271,https://images.simssa.ca/iiif/manuscripts/cdn-hsmu-m2149l4/canvas/folio-A40v.json
